Report Date,Health District,Age Group Type,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
01/08/2024,Arlington,Case Age Group,Missing,10,0,0
01/08/2024,Fairfax,Case Age Group,0-9 Years,28720,115,1
01/08/2024,Fairfax,Case Age Group,10-19 Years,33247,75,1
01/08/2024,Fairfax,Case Age Group,20-29 Years,45126,216,8
01/08/2024,Fairfax,Case Age Group,30-39 Years,46575,407,23
01/08/2024,Fairfax,Case Age Group,40-49 Years,43104,616,50
01/08/2024,Fairfax,Case Age Group,50-59 Years,37945,879,139
01/08/2024,Fairfax,Case Age Group,60-69 Years,26160,1018,241
01/08/2024,Fairfax,Case Age Group,70-79 Years,14036,940,392
01/08/2024,Fairfax,Case Age Group,80+ Years,10203,1324,1020
01/08/2024,Fairfax,Case Age Group,Missing,27,0,0
01/08/2024,Loudoun,Case Age Group,0-9 Years,11976,67,0
01/08/2024,Loudoun,Case Age Group,10-19 Years,14874,25,2
01/08/2024,Loudoun,Case Age Group,20-29 Years,14098,70,3
01/08/2024,Loudoun,Case Age Group,30-39 Years,16593,157,3
01/08/2024,Loudoun,Case Age Group,40-49 Years,18095,256,13
01/08/2024,Loudoun,Case Age Group,50-59 Years,15364,335,32
01/08/2024,Loudoun,Case Age Group,60-69 Years,7911,332,49
01/08/2024,Loudoun,Case Age Group,70-79 Years,3960,401,102
01/08/2024,Loudoun,Case Age Group,80+ Years,2610,505,265
01/08/2024,Loudoun,Case Age Group,Missing,63,0,0
01/08/2024,Prince William,Case Age Group,0-9 Years,15868,222,1
01/08/2024,Prince William,Case Age Group,10-19 Years,18789,185,1
01/08/2024,Prince William,Case Age Group,20-29 Years,25705,366,10
01/08/2024,Prince William,Case Age Group,30-39 Years,26026,513,27
01/08/2024,Prince William,Case Age Group,40-49 Years,24735,620,48
01/08/2024,Prince William,Case Age Group,50-59 Years,21642,749,112
01/08/2024,Prince William,Case Age Group,60-69 Years,12436,599,201
01/08/2024,Prince William,Case Age Group,70-79 Years,5949,488,236
01/08/2024,Prince William,Case Age Group,80+ Years,3168,366,355
01/08/2024,Prince William,Case Age Group,Missing,188,0,0
01/07/2024,Alexandria,Case Age Group,0-9 Years,5344,17,0
01/07/2024,Alexandria,Case Age Group,10-19 Years,3708,18,0
01/07/2024,Alexandria,Case Age Group,20-29 Years,8520,43,2
01/07/2024,Alexandria,Case Age Group,30-39 Years,11108,102,3
01/07/2024,Alexandria,Case Age Group,40-49 Years,7322,122,13
01/07/2024,Alexandria,Case Age Group,50-59 Years,5351,149,26
01/07/2024,Alexandria,Case Age Group,60-69 Years,3338,158,38
01/07/2024,Alexandria,Case Age Group,70-79 Years,1824,135,62
01/07/2024,Alexandria,Case Age Group,80+ Years,1159,111,103
01/07/2024,Alexandria,Case Age Group,Missing,6,0,0
01/07/2024,Arlington,Case Age Group,0-9 Years,6861,29,2
01/07/2024,Arlington,Case Age Group,10-19 Years,6450,18,0
01/07/2024,Arlington,Case Age Group,20-29 Years,16885,51,0
01/07/2024,Arlington,Case Age Group,30-39 Years,13747,100,2
01/07/2024,Arlington,Case Age Group,40-49 Years,9921,133,18
01/07/2024,Arlington,Case Age Group,50-59 Years,7127,192,26
01/07/2024,Arlington,Case Age Group,60-69 Years,4315,229,49
01/07/2024,Arlington,Case Age Group,70-79 Years,2565,286,87
01/07/2024,Arlington,Case Age Group,80+ Years,1626,367,201
01/07/2024,Arlington,Case Age Group,Missing,10,0,0
01/07/2024,Fairfax,Case Age Group,0-9 Years,28708,115,1
01/07/2024,Fairfax,Case Age Group,10-19 Years,33243,75,1
01/07/2024,Fairfax,Case Age Group,20-29 Years,45119,216,8
01/07/2024,Fairfax,Case Age Group,30-39 Years,46567,407,23
01/07/2024,Fairfax,Case Age Group,40-49 Years,43097,616,50
01/07/2024,Fairfax,Case Age Group,50-59 Years,37936,879,139
01/07/2024,Fairfax,Case Age Group,60-69 Years,26151,1017,241
01/07/2024,Fairfax,Case Age Group,70-79 Years,14027,940,392
01/07/2024,Fairfax,Case Age Group,80+ Years,10193,1323,1020
01/07/2024,Fairfax,Case Age Group,Missing,27,0,0
01/07/2024,Loudoun,Case Age Group,0-9 Years,11970,67,0
01/07/2024,Loudoun,Case Age Group,10-19 Years,14872,25,2
01/07/2024,Loudoun,Case Age Group,20-29 Years,14095,70,3
01/07/2024,Loudoun,Case Age Group,30-39 Years,16584,157,3
01/07/2024,Loudoun,Case Age Group,40-49 Years,18092,256,13
01/07/2024,Loudoun,Case Age Group,50-59 Years,15356,335,32
01/07/2024,Loudoun,Case Age Group,60-69 Years,7905,332,49
01/07/2024,Loudoun,Case Age Group,70-79 Years,3956,401,102
01/07/2024,Loudoun,Case Age Group,80+ Years,2606,505,265
01/07/2024,Loudoun,Case Age Group,Missing,63,0,0
01/07/2024,Prince William,Case Age Group,0-9 Years,15861,222,1
01/07/2024,Prince William,Case Age Group,10-19 Years,18786,185,1
01/07/2024,Prince William,Case Age Group,20-29 Years,25703,366,10
01/07/2024,Prince William,Case Age Group,30-39 Years,26017,513,27
01/07/2024,Prince William,Case Age Group,40-49 Years,24721,620,48
01/07/2024,Prince William,Case Age Group,50-59 Years,21635,749,112
01/07/2024,Prince William,Case Age Group,60-69 Years,12423,599,201
01/07/2024,Prince William,Case Age Group,70-79 Years,5946,488,236
01/07/2024,Prince William,Case Age Group,80+ Years,3168,366,355
01/07/2024,Prince William,Case Age Group,Missing,188,0,0
01/06/2024,Alexandria,Case Age Group,0-9 Years,5344,17,0
01/06/2024,Alexandria,Case Age Group,10-19 Years,3708,18,0
01/06/2024,Alexandria,Case Age Group,20-29 Years,8518,43,2
01/06/2024,Alexandria,Case Age Group,30-39 Years,11108,102,3
01/06/2024,Alexandria,Case Age Group,40-49 Years,7317,122,13
01/06/2024,Alexandria,Case Age Group,50-59 Years,5349,149,26
01/06/2024,Alexandria,Case Age Group,60-69 Years,3336,158,38
01/06/2024,Alexandria,Case Age Group,70-79 Years,1821,135,62
01/06/2024,Alexandria,Case Age Group,80+ Years,1157,111,103
01/06/2024,Alexandria,Case Age Group,Missing,6,0,0
01/06/2024,Arlington,Case Age Group,0-9 Years,6859,29,2
01/06/2024,Arlington,Case Age Group,10-19 Years,6450,18,0
01/06/2024,Arlington,Case Age Group,20-29 Years,16883,51,0
01/06/2024,Arlington,Case Age Group,30-39 Years,13742,100,2
01/06/2024,Arlington,Case Age Group,40-49 Years,9921,133,18
01/06/2024,Arlington,Case Age Group,50-59 Years,7124,192,26
01/06/2024,Arlington,Case Age Group,60-69 Years,4314,229,49
01/06/2024,Arlington,Case Age Group,70-79 Years,2562,286,87
01/06/2024,Arlington,Case Age Group,80+ Years,1625,367,201
01/06/2024,Arlington,Case Age Group,Missing,10,0,0
01/06/2024,Fairfax,Case Age Group,0-9 Years,28698,115,1
01/06/2024,Fairfax,Case Age Group,10-19 Years,33234,75,1
01/06/2024,Fairfax,Case Age Group,20-29 Years,45109,216,8
01/06/2024,Fairfax,Case Age Group,30-39 Years,46556,407,23
01/06/2024,Fairfax,Case Age Group,40-49 Years,43081,616,50
01/06/2024,Fairfax,Case Age Group,50-59 Years,37920,879,139
01/06/2024,Fairfax,Case Age Group,60-69 Years,26137,1017,241
01/06/2024,Fairfax,Case Age Group,70-79 Years,14015,940,392
01/06/2024,Fairfax,Case Age Group,80+ Years,10182,1323,1020
01/06/2024,Fairfax,Case Age Group,Missing,27,0,0
01/06/2024,Loudoun,Case Age Group,0-9 Years,11955,67,0
01/06/2024,Loudoun,Case Age Group,10-19 Years,14870,25,2
01/06/2024,Loudoun,Case Age Group,20-29 Years,14091,70,3
01/06/2024,Loudoun,Case Age Group,30-39 Years,16575,157,3
01/06/2024,Loudoun,Case Age Group,40-49 Years,18081,256,13
01/06/2024,Loudoun,Case Age Group,50-59 Years,15351,335,32
01/06/2024,Loudoun,Case Age Group,60-69 Years,7899,332,49
01/06/2024,Loudoun,Case Age Group,70-79 Years,3953,401,102
01/06/2024,Loudoun,Case Age Group,80+ Years,2604,505,265
01/06/2024,Loudoun,Case Age Group,Missing,63,0,0
01/06/2024,Prince William,Case Age Group,0-9 Years,15852,222,1
01/06/2024,Prince William,Case Age Group,10-19 Years,18781,185,1
01/06/2024,Prince William,Case Age Group,20-29 Years,25694,365,10
01/06/2024,Prince William,Case Age Group,30-39 Years,26009,514,27
01/06/2024,Prince William,Case Age Group,40-49 Years,24715,620,48
01/06/2024,Prince William,Case Age Group,50-59 Years,21630,749,112
01/06/2024,Prince William,Case Age Group,60-69 Years,12418,599,201
01/06/2024,Prince William,Case Age Group,70-79 Years,5939,488,236
01/06/2024,Prince William,Case Age Group,80+ Years,3166,366,355
01/06/2024,Prince William,Case Age Group,Missing,188,0,0
01/05/2024,Alexandria,Case Age Group,0-9 Years,5340,17,0
01/05/2024,Alexandria,Case Age Group,10-19 Years,3707,18,0
01/05/2024,Alexandria,Case Age Group,20-29 Years,8514,43,2
01/05/2024,Alexandria,Case Age Group,30-39 Years,11105,102,3
01/05/2024,Alexandria,Case Age Group,40-49 Years,7316,122,13
01/05/2024,Alexandria,Case Age Group,50-59 Years,5346,149,26
01/05/2024,Alexandria,Case Age Group,60-69 Years,3334,158,38
01/05/2024,Alexandria,Case Age Group,70-79 Years,1821,135,61
01/05/2024,Alexandria,Case Age Group,80+ Years,1156,111,103
01/05/2024,Alexandria,Case Age Group,Missing,6,0,0
01/05/2024,Arlington,Case Age Group,0-9 Years,6857,29,2
01/05/2024,Arlington,Case Age Group,10-19 Years,6446,18,0
01/05/2024,Arlington,Case Age Group,20-29 Years,16875,51,0
01/05/2024,Arlington,Case Age Group,30-39 Years,13738,100,2
01/05/2024,Arlington,Case Age Group,40-49 Years,9917,133,18
01/05/2024,Arlington,Case Age Group,50-59 Years,7124,192,26
01/05/2024,Arlington,Case Age Group,60-69 Years,4312,229,49
01/05/2024,Arlington,Case Age Group,70-79 Years,2557,285,87
01/05/2024,Arlington,Case Age Group,80+ Years,1620,367,200
01/05/2024,Arlington,Case Age Group,Missing,10,0,0
01/05/2024,Fairfax,Case Age Group,0-9 Years,28686,115,1
01/05/2024,Fairfax,Case Age Group,10-19 Years,33228,75,1
01/05/2024,Fairfax,Case Age Group,20-29 Years,45091,216,8
01/05/2024,Fairfax,Case Age Group,30-39 Years,46533,407,23
01/05/2024,Fairfax,Case Age Group,40-49 Years,43054,616,50
01/05/2024,Fairfax,Case Age Group,50-59 Years,37896,879,139
01/05/2024,Fairfax,Case Age Group,60-69 Years,26103,1017,241
01/05/2024,Fairfax,Case Age Group,70-79 Years,13991,940,392
01/05/2024,Fairfax,Case Age Group,80+ Years,10148,1321,1016
01/05/2024,Fairfax,Case Age Group,Missing,27,0,0
01/05/2024,Loudoun,Case Age Group,0-9 Years,11947,67,0
01/05/2024,Loudoun,Case Age Group,10-19 Years,14861,25,2
01/05/2024,Loudoun,Case Age Group,20-29 Years,14077,70,3
01/05/2024,Loudoun,Case Age Group,30-39 Years,16564,156,3
01/05/2024,Loudoun,Case Age Group,40-49 Years,18057,256,13
01/05/2024,Loudoun,Case Age Group,50-59 Years,15335,335,32
01/05/2024,Loudoun,Case Age Group,60-69 Years,7888,331,49
01/05/2024,Loudoun,Case Age Group,70-79 Years,3944,401,102
01/05/2024,Loudoun,Case Age Group,80+ Years,2600,504,264
01/05/2024,Loudoun,Case Age Group,Missing,63,0,0
01/05/2024,Prince William,Case Age Group,0-9 Years,15840,222,1
01/05/2024,Prince William,Case Age Group,10-19 Years,18773,185,1
01/05/2024,Prince William,Case Age Group,20-29 Years,25680,365,10
01/05/2024,Prince William,Case Age Group,30-39 Years,25997,514,27
01/05/2024,Prince William,Case Age Group,40-49 Years,24701,620,48
01/05/2024,Prince William,Case Age Group,50-59 Years,21611,749,111
01/05/2024,Prince William,Case Age Group,60-69 Years,12411,599,201
01/05/2024,Prince William,Case Age Group,70-79 Years,5929,488,235
01/05/2024,Prince William,Case Age Group,80+ Years,3163,366,355
01/05/2024,Prince William,Case Age Group,Missing,188,0,0
01/04/2024,Alexandria,Case Age Group,0-9 Years,5336,17,0
01/04/2024,Alexandria,Case Age Group,10-19 Years,3706,18,0
01/04/2024,Alexandria,Case Age Group,20-29 Years,8511,43,2
01/04/2024,Alexandria,Case Age Group,30-39 Years,11099,102,3
01/04/2024,Alexandria,Case Age Group,40-49 Years,7312,122,13
01/04/2024,Alexandria,Case Age Group,50-59 Years,5345,149,26
01/04/2024,Alexandria,Case Age Group,60-69 Years,3328,157,38
01/04/2024,Alexandria,Case Age Group,70-79 Years,1815,134,61
01/04/2024,Alexandria,Case Age Group,80+ Years,1155,111,103
01/04/2024,Alexandria,Case Age Group,Missing,6,0,0
01/04/2024,Arlington,Case Age Group,0-9 Years,6856,29,2
01/04/2024,Arlington,Case Age Group,10-19 Years,6446,18,0
01/04/2024,Arlington,Case Age Group,20-29 Years,16871,51,0
01/04/2024,Arlington,Case Age Group,30-39 Years,13731,100,2
01/04/2024,Arlington,Case Age Group,40-49 Years,9913,133,18
01/04/2024,Arlington,Case Age Group,50-59 Years,7121,192,26
01/04/2024,Arlington,Case Age Group,60-69 Years,4309,229,49
01/04/2024,Arlington,Case Age Group,70-79 Years,2556,285,87
01/04/2024,Arlington,Case Age Group,80+ Years,1621,367,199
01/04/2024,Arlington,Case Age Group,Missing,10,0,0
01/04/2024,Fairfax,Case Age Group,0-9 Years,28674,115,1
01/04/2024,Fairfax,Case Age Group,10-19 Years,33216,75,1
01/04/2024,Fairfax,Case Age Group,20-29 Years,45071,216,8
01/04/2024,Fairfax,Case Age Group,30-39 Years,46515,407,23
01/04/2024,Fairfax,Case Age Group,40-49 Years,43026,616,49
01/04/2024,Fairfax,Case Age Group,50-59 Years,37861,878,138
01/04/2024,Fairfax,Case Age Group,60-69 Years,26090,1018,240
01/04/2024,Fairfax,Case Age Group,70-79 Years,13968,939,392
01/04/2024,Fairfax,Case Age Group,80+ Years,10108,1322,1013
01/04/2024,Fairfax,Case Age Group,Missing,27,0,0
01/04/2024,Loudoun,Case Age Group,0-9 Years,11942,67,0
01/04/2024,Loudoun,Case Age Group,10-19 Years,14856,25,2
01/04/2024,Loudoun,Case Age Group,20-29 Years,14068,70,3
01/04/2024,Loudoun,Case Age Group,30-39 Years,16555,156,3
01/04/2024,Loudoun,Case Age Group,40-49 Years,18046,256,13
01/04/2024,Loudoun,Case Age Group,50-59 Years,15320,335,32
01/04/2024,Loudoun,Case Age Group,60-69 Years,7880,330,48
01/04/2024,Loudoun,Case Age Group,70-79 Years,3940,401,102
01/04/2024,Loudoun,Case Age Group,80+ Years,2593,504,264
01/04/2024,Loudoun,Case Age Group,Missing,63,0,0
01/04/2024,Prince William,Case Age Group,0-9 Years,15830,222,1
01/04/2024,Prince William,Case Age Group,10-19 Years,18765,185,1
01/04/2024,Prince William,Case Age Group,20-29 Years,25661,365,10
01/04/2024,Prince William,Case Age Group,30-39 Years,25975,514,27
01/04/2024,Prince William,Case Age Group,40-49 Years,24685,620,48
01/04/2024,Prince William,Case Age Group,50-59 Years,21602,749,111
01/04/2024,Prince William,Case Age Group,60-69 Years,12400,599,200
01/04/2024,Prince William,Case Age Group,70-79 Years,5920,488,235
01/04/2024,Prince William,Case Age Group,80+ Years,3156,366,353
01/04/2024,Prince William,Case Age Group,Missing,188,0,0
01/03/2024,Alexandria,Case Age Group,0-9 Years,5336,17,0
01/03/2024,Alexandria,Case Age Group,10-19 Years,3706,18,0
01/03/2024,Alexandria,Case Age Group,20-29 Years,8504,43,2
01/03/2024,Alexandria,Case Age Group,30-39 Years,11095,102,3
01/03/2024,Alexandria,Case Age Group,40-49 Years,7311,122,13
01/03/2024,Alexandria,Case Age Group,50-59 Years,5341,149,25
01/03/2024,Alexandria,Case Age Group,60-69 Years,3328,157,38
01/03/2024,Alexandria,Case Age Group,70-79 Years,1812,134,61
01/03/2024,Alexandria,Case Age Group,80+ Years,1153,111,103
01/03/2024,Alexandria,Case Age Group,Missing,6,0,0
01/03/2024,Arlington,Case Age Group,0-9 Years,6850,29,2
01/03/2024,Arlington,Case Age Group,10-19 Years,6446,18,0
01/03/2024,Arlington,Case Age Group,20-29 Years,16866,51,0
01/03/2024,Arlington,Case Age Group,30-39 Years,13730,100,2
01/03/2024,Arlington,Case Age Group,40-49 Years,9911,133,18
01/03/2024,Arlington,Case Age Group,50-59 Years,7115,192,26
01/03/2024,Arlington,Case Age Group,60-69 Years,4309,229,49
01/03/2024,Arlington,Case Age Group,70-79 Years,2553,285,87
01/03/2024,Arlington,Case Age Group,80+ Years,1618,367,199
01/03/2024,Arlington,Case Age Group,Missing,10,0,0
01/03/2024,Fairfax,Case Age Group,0-9 Years,28658,115,1
01/03/2024,Fairfax,Case Age Group,10-19 Years,33210,75,1
01/03/2024,Fairfax,Case Age Group,20-29 Years,45058,216,8
01/03/2024,Fairfax,Case Age Group,30-39 Years,46499,406,23
01/03/2024,Fairfax,Case Age Group,40-49 Years,43005,616,49
01/03/2024,Fairfax,Case Age Group,50-59 Years,37837,878,138
01/03/2024,Fairfax,Case Age Group,60-69 Years,26063,1016,239
01/03/2024,Fairfax,Case Age Group,70-79 Years,13948,939,389
01/03/2024,Fairfax,Case Age Group,80+ Years,10080,1320,1012
01/03/2024,Fairfax,Case Age Group,Missing,27,0,0
01/03/2024,Loudoun,Case Age Group,0-9 Years,11933,67,0
01/03/2024,Loudoun,Case Age Group,10-19 Years,14848,25,2
01/03/2024,Loudoun,Case Age Group,20-29 Years,14057,70,3
01/03/2024,Loudoun,Case Age Group,30-39 Years,16548,156,3
01/03/2024,Loudoun,Case Age Group,40-49 Years,18031,256,13
01/03/2024,Loudoun,Case Age Group,50-59 Years,15307,335,31
01/03/2024,Loudoun,Case Age Group,60-69 Years,7872,330,48
01/03/2024,Loudoun,Case Age Group,70-79 Years,3936,400,102
01/03/2024,Loudoun,Case Age Group,80+ Years,2589,504,263
01/03/2024,Loudoun,Case Age Group,Missing,63,0,0
01/03/2024,Prince William,Case Age Group,0-9 Years,15818,222,1
01/03/2024,Prince William,Case Age Group,10-19 Years,18760,185,1
01/03/2024,Prince William,Case Age Group,20-29 Years,25643,365,10
01/03/2024,Prince William,Case Age Group,30-39 Years,25962,514,27
01/03/2024,Prince William,Case Age Group,40-49 Years,24671,620,48
01/03/2024,Prince William,Case Age Group,50-59 Years,21580,749,111
01/03/2024,Prince William,Case Age Group,60-69 Years,12386,599,200
01/03/2024,Prince William,Case Age Group,70-79 Years,5909,488,234
01/03/2024,Prince William,Case Age Group,80+ Years,3147,366,352
01/03/2024,Prince William,Case Age Group,Missing,188,0,0
01/02/2024,Alexandria,Case Age Group,0-9 Years,5334,17,0
01/02/2024,Alexandria,Case Age Group,10-19 Years,3705,18,0
01/02/2024,Alexandria,Case Age Group,20-29 Years,8501,43,2
01/02/2024,Alexandria,Case Age Group,30-39 Years,11092,102,3
01/02/2024,Alexandria,Case Age Group,40-49 Years,7301,122,13
01/02/2024,Alexandria,Case Age Group,50-59 Years,5340,149,25
01/02/2024,Alexandria,Case Age Group,60-69 Years,3328,157,38
01/02/2024,Alexandria,Case Age Group,70-79 Years,1811,134,61
01/02/2024,Alexandria,Case Age Group,80+ Years,1149,111,103
01/02/2024,Alexandria,Case Age Group,Missing,6,0,0
01/02/2024,Arlington,Case Age Group,0-9 Years,6844,29,2
01/02/2024,Arlington,Case Age Group,10-19 Years,6445,18,0
01/02/2024,Arlington,Case Age Group,20-29 Years,16864,51,0
01/02/2024,Arlington,Case Age Group,30-39 Years,13727,100,2
01/02/2024,Arlington,Case Age Group,40-49 Years,9911,133,18
01/02/2024,Arlington,Case Age Group,50-59 Years,7111,192,26
01/02/2024,Arlington,Case Age Group,60-69 Years,4304,229,48
01/02/2024,Arlington,Case Age Group,70-79 Years,2551,285,87
01/02/2024,Arlington,Case Age Group,80+ Years,1612,367,199
01/02/2024,Arlington,Case Age Group,Missing,10,0,0
01/02/2024,Fairfax,Case Age Group,0-9 Years,28646,115,1
01/02/2024,Fairfax,Case Age Group,10-19 Years,33201,75,1
01/02/2024,Fairfax,Case Age Group,20-29 Years,45047,216,8
01/02/2024,Fairfax,Case Age Group,30-39 Years,46471,406,23
01/02/2024,Fairfax,Case Age Group,40-49 Years,42989,616,49
01/02/2024,Fairfax,Case Age Group,50-59 Years,37815,878,138
01/02/2024,Fairfax,Case Age Group,60-69 Years,26037,1016,238
01/02/2024,Fairfax,Case Age Group,70-79 Years,13927,938,387
01/02/2024,Fairfax,Case Age Group,80+ Years,10059,1320,1010
01/02/2024,Fairfax,Case Age Group,Missing,27,0,0
01/02/2024,Loudoun,Case Age Group,0-9 Years,11926,66,0
01/02/2024,Loudoun,Case Age Group,10-19 Years,14841,25,2
01/02/2024,Loudoun,Case Age Group,20-29 Years,14053,70,3
01/02/2024,Loudoun,Case Age Group,30-39 Years,16535,156,3
01/02/2024,Loudoun,Case Age Group,40-49 Years,18011,256,13
01/02/2024,Loudoun,Case Age Group,50-59 Years,15302,335,31
01/02/2024,Loudoun,Case Age Group,60-69 Years,7864,329,48
01/02/2024,Loudoun,Case Age Group,70-79 Years,3933,400,102
01/02/2024,Loudoun,Case Age Group,80+ Years,2585,504,261
01/02/2024,Loudoun,Case Age Group,Missing,63,0,0
01/02/2024,Prince William,Case Age Group,0-9 Years,15812,222,1
01/02/2024,Prince William,Case Age Group,10-19 Years,18757,185,1
01/02/2024,Prince William,Case Age Group,20-29 Years,25637,365,10
01/02/2024,Prince William,Case Age Group,30-39 Years,25955,514,27
01/02/2024,Prince William,Case Age Group,40-49 Years,24654,620,48
01/02/2024,Prince William,Case Age Group,50-59 Years,21568,749,111
01/02/2024,Prince William,Case Age Group,60-69 Years,12378,599,200
01/02/2024,Prince William,Case Age Group,70-79 Years,5905,488,234
01/02/2024,Prince William,Case Age Group,80+ Years,3140,366,350
01/02/2024,Prince William,Case Age Group,Missing,188,0,0
01/01/2024,Alexandria,Case Age Group,0-9 Years,5331,17,0
01/01/2024,Alexandria,Case Age Group,10-19 Years,3705,18,0
01/01/2024,Alexandria,Case Age Group,20-29 Years,8500,43,2
01/01/2024,Alexandria,Case Age Group,30-39 Years,11092,102,3
01/01/2024,Alexandria,Case Age Group,40-49 Years,7301,122,13
01/01/2024,Alexandria,Case Age Group,50-59 Years,5336,149,24
01/01/2024,Alexandria,Case Age Group,60-69 Years,3328,157,38
